repo,specd_pr,unspecd_pr,size_specd,size_unspecd,q_overall,reworked_specd,reworked_unspecd,escaped_specd,escaped_unspecd,strict_escaped_specd,strict_escaped_unspecd
PostHog/posthog,51987,47173,0,0,61.0,False,False,False,False,False,False
PostHog/posthog,49399,51832,1,1,2.0,False,True,False,False,False,False
PostHog/posthog,51809,47923,1,2,32.0,False,True,False,False,False,False
PostHog/posthog,51816,51943,1,2,19.0,False,False,False,False,False,False
PostHog/posthog,47629,51894,1,2,48.0,False,False,False,False,False,False
PostHog/posthog,45946,46443,2,4,28.0,False,False,False,False,False,False
PostHog/posthog,47386,48010,3,5,28.0,False,False,False,False,False,False
PostHog/posthog,52099,50727,4,7,40.0,False,False,False,False,False,False
PostHog/posthog,47231,51685,4,8,47.0,True,False,False,False,False,False
PostHog/posthog,49408,51786,5,9,62.0,False,False,False,False,False,False
PostHog/posthog,52259,46431,7,14,14.0,False,False,False,False,False,False
PostHog/posthog,50545,46477,8,15,65.0,False,False,False,False,False,False
PostHog/posthog,49887,49144,10,19,72.0,False,False,False,False,False,False
PostHog/posthog,48108,47778,12,24,12.0,False,False,False,False,False,False
PostHog/posthog,51888,46452,13,26,66.0,False,False,False,False,False,False
PostHog/posthog,51899,46449,13,26,44.0,False,True,False,True,False,True
PostHog/posthog,48661,48614,14,27,15.0,False,True,False,False,False,False
PostHog/posthog,52014,47190,14,27,27.0,False,False,False,False,False,False
PostHog/posthog,51807,51797,18,36,57.0,True,False,False,False,False,False
PostHog/posthog,46480,47787,19,37,51.0,False,False,False,False,False,False
PostHog/posthog,49280,51931,20,40,34.0,False,False,False,False,False,False
PostHog/posthog,51855,47364,24,48,57.0,False,False,False,False,False,False
PostHog/posthog,48964,46476,25,50,60.0,False,False,False,False,False,False
PostHog/posthog,51823,49589,26,51,83.0,False,False,False,False,False,False
PostHog/posthog,48675,52221,29,58,67.0,False,False,False,False,False,False
PostHog/posthog,52364,48326,36,72,76.0,False,True,False,False,False,False
PostHog/posthog,52160,51952,37,74,47.0,False,False,False,False,False,False
PostHog/posthog,49273,47047,47,93,57.0,False,False,False,False,False,False
PostHog/posthog,47529,51913,50,98,81.0,False,False,False,False,False,False
PostHog/posthog,46548,51947,55,109,42.0,False,False,False,False,False,False
PostHog/posthog,46499,50733,64,127,22.0,True,False,False,False,False,False
PostHog/posthog,46897,51387,69,138,14.0,False,False,False,False,False,False
PostHog/posthog,50901,50034,73,146,59.0,False,False,False,False,False,False
PostHog/posthog,49720,52077,77,153,34.0,False,True,False,False,False,False
PostHog/posthog,52140,51874,118,235,48.0,False,False,False,False,False,False
PostHog/posthog,51919,51928,136,272,71.0,False,False,False,False,False,False
PostHog/posthog,51925,52220,198,391,40.0,False,False,False,False,False,False
PostHog/posthog,52130,46883,236,472,79.0,False,False,False,False,False,False
PostHog/posthog,52162,51915,244,486,75.0,False,False,False,False,False,False
PostHog/posthog,51037,50988,293,578,53.0,False,False,False,False,False,False
PostHog/posthog,52149,52025,309,615,50.0,False,False,False,False,False,False
PostHog/posthog,51533,51800,316,627,48.0,True,True,False,False,False,False
PostHog/posthog,46755,51577,502,1004,47.0,False,False,False,False,False,False
PostHog/posthog,51912,48091,550,1017,49.0,False,False,False,False,False,False
PostHog/posthog,52023,43065,831,1662,84.0,False,False,False,False,False,False
anthropics/anthropic-cookbook,393,181,2,4,1.0,False,False,False,False,False,False
anthropics/anthropic-cookbook,398,238,7,13,65.0,False,False,False,False,False,False
anthropics/anthropic-cookbook,392,326,11,21,62.0,False,False,False,False,False,False
anthropics/anthropic-cookbook,210,332,17,25,52.0,False,False,False,False,False,False
anthropics/anthropic-cookbook,325,301,190,299,7.0,False,False,False,False,False,False
anthropics/anthropic-cookbook,289,258,299,430,51.0,False,False,False,False,False,False
anthropics/anthropic-cookbook,305,206,3091,3750,56.0,True,True,False,False,False,False
antiwork/gumroad,1357,2132,1,1,72.0,False,False,False,False,False,False
antiwork/gumroad,3357,4031,1,2,67.0,False,False,False,False,False,False
antiwork/gumroad,3001,2713,1,2,64.0,False,True,False,False,False,False
antiwork/gumroad,2766,2609,1,2,11.0,False,False,False,False,False,False
antiwork/gumroad,2733,2592,1,2,71.0,False,False,False,False,False,False
antiwork/gumroad,2623,2283,1,2,89.0,True,False,False,False,False,False
antiwork/gumroad,3865,1986,1,2,76.0,False,False,False,False,False,False
antiwork/gumroad,3912,1476,1,2,60.0,False,False,False,False,False,False
antiwork/gumroad,1577,2370,2,3,51.0,False,False,False,False,False,False
antiwork/gumroad,3923,1995,2,3,74.0,False,False,False,False,False,False
antiwork/gumroad,3908,3476,2,4,74.0,True,False,False,False,False,False
antiwork/gumroad,3917,3520,2,4,71.0,False,False,False,False,False,False
antiwork/gumroad,1440,2262,2,4,50.0,False,False,False,False,False,False
antiwork/gumroad,3791,2028,2,4,73.0,False,False,False,False,False,False
antiwork/gumroad,2718,2284,3,6,71.0,False,False,False,False,False,False
antiwork/gumroad,2960,3430,4,8,50.0,False,False,False,False,False,False
antiwork/gumroad,2211,1869,4,8,51.0,False,False,False,False,False,False
antiwork/gumroad,3340,1575,5,9,57.0,False,False,False,False,False,False
antiwork/gumroad,1877,2153,6,11,64.0,False,True,False,False,False,False
antiwork/gumroad,1356,2141,6,11,51.0,False,False,False,False,False,False
antiwork/gumroad,4046,2354,8,15,53.0,False,False,False,False,False,False
antiwork/gumroad,1404,1430,8,15,54.0,False,False,False,False,False,False
antiwork/gumroad,3989,1893,8,16,61.0,False,False,False,False,False,False
antiwork/gumroad,4013,2589,9,18,50.0,False,False,False,False,False,False
antiwork/gumroad,3969,3426,11,22,65.0,False,False,False,False,False,False
antiwork/gumroad,2871,3524,13,26,73.0,False,False,False,False,False,False
antiwork/gumroad,1399,3427,16,31,58.0,True,False,False,False,False,False
antiwork/gumroad,4042,2069,16,31,68.0,False,False,False,False,False,False
antiwork/gumroad,1372,1850,16,31,62.0,False,False,False,False,False,False
antiwork/gumroad,1768,2693,19,38,80.0,False,True,False,False,False,False
antiwork/gumroad,3626,2647,20,40,78.0,False,False,False,False,False,False
antiwork/gumroad,3712,2142,21,42,54.0,False,False,False,False,False,False
antiwork/gumroad,2636,3038,22,44,50.0,False,False,False,False,False,False
antiwork/gumroad,4056,2588,22,44,25.0,False,False,False,False,False,False
antiwork/gumroad,3863,2133,28,56,86.0,False,False,False,False,False,False
antiwork/gumroad,3811,3496,30,60,23.0,False,False,False,False,False,False
antiwork/gumroad,3984,3370,33,66,65.0,False,False,False,False,False,False
antiwork/gumroad,3725,2642,34,68,79.0,True,False,False,False,False,False
antiwork/gumroad,1886,2252,58,116,58.0,False,False,False,False,False,False
antiwork/gumroad,2121,1426,58,116,58.0,False,True,False,False,False,False
antiwork/gumroad,1997,2695,119,235,65.0,False,False,False,False,False,False
antiwork/gumroad,2951,2355,122,237,64.0,False,False,False,False,False,False
antiwork/gumroad,2332,3336,232,458,44.0,False,False,False,False,False,False
apache/arrow,49085,47950,1,2,53.0,False,False,False,False,False,False
apache/arrow,48434,47952,2,4,52.0,False,False,False,False,False,False
apache/arrow,49581,49165,3,5,28.0,False,False,False,False,False,False
apache/arrow,48424,49212,53,106,47.0,False,False,False,False,False,False
apache/arrow,48276,47925,86,172,36.0,False,False,False,False,False,False
apache/arrow,49383,47865,153,303,49.0,False,False,False,False,False,False
apache/arrow,48183,48843,220,434,49.0,False,False,False,False,False,False
apache/arrow,48333,47725,370,728,47.0,False,False,False,False,False,False
apache/kafka,21604,21431,2,3,77.0,False,False,False,False,False,False
apache/kafka,21638,21372,6,12,59.0,True,False,False,False,False,False
apache/kafka,21658,21459,7,14,49.0,False,False,False,False,False,False
apache/kafka,21477,21522,52,99,44.0,False,False,False,False,False,False
apache/kafka,21467,21683,416,808,68.0,False,False,False,False,False,False
astral-sh/ruff,22211,23292,1,1,43.0,False,False,False,False,False,False
astral-sh/ruff,23367,23181,1,1,8.0,False,False,False,False,False,False
astral-sh/ruff,23340,22497,1,1,58.0,False,False,False,False,False,False
astral-sh/ruff,23304,23589,1,2,25.0,False,False,False,False,False,False
astral-sh/ruff,23132,22980,1,2,35.0,False,False,False,False,False,False
astral-sh/ruff,23568,22979,1,2,22.0,False,False,False,False,False,False
astral-sh/ruff,22442,22960,1,2,53.0,False,False,False,False,False,False
astral-sh/ruff,22483,24171,1,2,59.0,False,False,False,False,False,False
astral-sh/ruff,22761,23618,1,2,59.0,True,False,False,True,False,False
astral-sh/ruff,23549,23606,1,2,17.0,False,False,False,False,False,False
astral-sh/ruff,22617,22926,1,2,21.0,False,False,False,False,False,False
astral-sh/ruff,23895,22914,2,2,48.0,False,False,False,False,False,False
astral-sh/ruff,23675,22909,2,2,64.0,False,False,False,False,False,False
astral-sh/ruff,23693,22922,2,2,41.0,False,False,False,False,False,False
astral-sh/ruff,23819,24178,2,3,42.0,False,False,False,False,False,False
astral-sh/ruff,23695,24076,2,4,58.0,False,False,False,False,False,False
astral-sh/ruff,23719,23171,2,4,21.0,False,False,False,False,False,False
astral-sh/ruff,23758,23614,2,4,52.0,False,False,False,False,False,False
astral-sh/ruff,22858,22885,2,4,57.0,False,False,False,False,False,False
astral-sh/ruff,23511,22923,2,4,12.0,False,False,False,False,False,False
astral-sh/ruff,23390,22993,3,5,6.0,False,False,False,False,False,False
astral-sh/ruff,23347,22655,3,5,58.0,False,False,False,False,False,False
astral-sh/ruff,22307,23092,3,6,42.0,False,False,False,False,False,False
astral-sh/ruff,24187,22657,3,6,17.0,False,False,False,False,False,False
astral-sh/ruff,24121,23060,4,7,60.0,False,False,False,False,False,False
astral-sh/ruff,23316,22538,4,7,41.0,False,False,False,False,False,False
astral-sh/ruff,23823,23571,4,8,58.0,False,False,False,False,False,False
astral-sh/ruff,22702,23239,4,8,52.0,False,False,False,False,False,False
astral-sh/ruff,23221,22420,5,10,74.0,False,False,False,False,False,False
astral-sh/ruff,22526,23079,6,11,57.0,False,False,False,False,False,False
astral-sh/ruff,23500,23871,6,12,48.0,False,False,False,False,False,False
astral-sh/ruff,24021,22624,7,13,32.0,False,False,False,False,False,False
astral-sh/ruff,23193,23874,8,16,12.0,False,False,False,False,False,False
astral-sh/ruff,22447,22409,8,16,35.0,False,False,False,False,False,False
astral-sh/ruff,22825,22789,9,17,44.0,False,False,False,False,False,False
astral-sh/ruff,23048,24080,9,18,59.0,False,False,False,False,False,False
astral-sh/ruff,22649,23416,9,18,70.0,False,False,False,False,False,False
astral-sh/ruff,22561,23212,9,18,49.0,False,False,False,False,False,False
astral-sh/ruff,23519,23574,10,19,60.0,False,False,False,False,False,False
astral-sh/ruff,23106,22225,10,19,22.0,True,False,False,False,False,False
astral-sh/ruff,23968,22156,10,20,67.0,False,False,False,False,False,False
astral-sh/ruff,22864,22888,12,23,16.0,False,False,False,False,False,False
astral-sh/ruff,23987,23685,12,24,71.0,False,False,False,False,False,False
astral-sh/ruff,23605,23610,12,24,17.0,False,False,False,False,False,False
astral-sh/ruff,23506,22713,16,32,36.0,False,False,False,False,False,False
astral-sh/ruff,22573,22741,17,34,7.0,False,False,False,False,False,False
astral-sh/ruff,23319,23269,18,36,39.0,False,False,False,False,False,False
astral-sh/ruff,23865,22604,19,38,12.0,False,False,False,False,False,False
astral-sh/ruff,22849,22774,22,44,17.0,False,False,False,False,False,False
astral-sh/ruff,23437,23210,23,45,78.0,False,False,False,False,False,False
astral-sh/ruff,23984,22324,24,47,33.0,False,False,False,False,False,False
astral-sh/ruff,22966,23161,25,50,57.0,False,False,False,False,False,False
astral-sh/ruff,23342,23924,26,51,24.0,False,False,False,False,False,False
astral-sh/ruff,22518,22947,26,52,51.0,False,False,False,False,False,False
astral-sh/ruff,23011,22184,27,53,71.0,False,False,False,False,False,False
astral-sh/ruff,23634,22149,33,65,81.0,False,False,False,False,False,False
astral-sh/ruff,22776,24049,36,71,60.0,False,False,False,False,False,False
astral-sh/ruff,24106,17736,36,71,61.0,False,False,False,False,False,False
astral-sh/ruff,23331,22684,37,73,69.0,False,False,False,False,False,False
astral-sh/ruff,23089,23743,37,74,34.0,False,False,False,False,False,False
astral-sh/ruff,23489,23038,38,75,32.0,False,False,False,False,False,False
astral-sh/ruff,23357,23384,38,76,69.0,True,False,False,False,False,False
astral-sh/ruff,22667,22990,39,78,6.0,False,False,False,False,False,False
astral-sh/ruff,22411,23111,42,84,37.0,False,False,False,False,False,False
astral-sh/ruff,22889,23061,43,86,11.0,False,False,False,False,False,False
astral-sh/ruff,23528,22813,44,87,10.0,False,False,False,False,False,False
astral-sh/ruff,24100,22462,45,90,82.0,False,False,False,False,False,False
astral-sh/ruff,23912,23104,47,94,78.0,False,False,False,False,False,False
astral-sh/ruff,22678,23462,49,98,60.0,False,False,False,False,False,False
astral-sh/ruff,23184,23928,50,99,22.0,False,False,False,False,False,False
astral-sh/ruff,22952,23042,52,104,6.0,False,False,False,False,False,False
astral-sh/ruff,22872,23220,53,105,10.0,False,False,False,False,False,False
astral-sh/ruff,22364,23919,55,109,64.0,False,True,False,False,False,False
astral-sh/ruff,23380,22286,55,110,32.0,False,False,False,False,False,False
astral-sh/ruff,23666,23045,58,116,37.0,False,False,False,False,False,False
astral-sh/ruff,22658,21150,61,121,18.0,False,False,False,False,False,False
astral-sh/ruff,22808,22973,61,121,38.0,False,False,False,False,False,False
astral-sh/ruff,22950,23585,62,123,29.0,False,False,False,False,False,False
astral-sh/ruff,23661,23253,62,124,48.0,False,False,False,False,False,False
astral-sh/ruff,23546,23430,65,130,36.0,False,False,False,False,False,False
astral-sh/ruff,24144,23192,79,157,47.0,False,False,False,False,False,False
astral-sh/ruff,23454,22161,80,160,6.0,False,False,False,False,False,False
astral-sh/ruff,23811,23112,88,176,29.0,False,False,False,False,False,False
astral-sh/ruff,24128,22743,91,181,31.0,False,False,False,False,False,False
astral-sh/ruff,23563,23480,96,192,49.0,False,False,False,False,False,False
astral-sh/ruff,23478,23963,110,219,56.0,False,False,False,False,False,False
astral-sh/ruff,22576,23333,122,244,60.0,False,False,False,False,False,False
astral-sh/ruff,23084,22748,125,248,3.0,False,True,False,False,False,False
astral-sh/ruff,21946,23642,126,252,24.0,False,False,False,False,False,False
astral-sh/ruff,22455,23279,128,254,38.0,False,False,False,False,False,False
astral-sh/ruff,23228,23899,134,268,52.0,False,False,False,False,False,False
astral-sh/ruff,22320,22742,137,273,53.0,False,False,False,False,False,False
astral-sh/ruff,23630,23374,142,284,65.0,False,False,False,False,False,False
astral-sh/ruff,23218,23006,221,432,31.0,False,False,False,False,False,False
astral-sh/ruff,23298,22745,378,745,38.0,False,False,False,False,False,False
astral-sh/ruff,22830,22321,387,772,39.0,False,False,False,False,False,False
astral-sh/ruff,23036,23707,476,948,71.0,False,False,False,False,False,False
astral-sh/ruff,23151,23718,688,1368,61.0,False,False,False,False,False,False
astral-sh/ruff,22943,22975,786,1570,58.0,True,False,False,False,False,False
astral-sh/ruff,23128,23055,791,1574,15.0,False,False,False,False,False,False
astral-sh/ruff,23738,22744,813,1606,50.0,False,False,False,False,False,False
astral-sh/ruff,23755,23649,885,1741,44.0,False,False,False,False,False,False
astral-sh/ruff,23639,23653,1007,2013,67.0,False,False,False,False,False,False
astral-sh/ruff,22469,22974,1418,2834,68.0,False,False,False,False,False,False
astral-sh/ruff,23848,23710,1503,2990,57.0,False,False,False,False,False,False
astral-sh/ruff,23837,23801,6769,12509,58.0,False,False,False,False,False,False
astral-sh/ruff,22875,23714,8800,12509,33.0,True,False,False,False,False,False
biomejs/biome,9590,9504,2,2,32.0,False,False,False,False,False,False
biomejs/biome,9593,9493,2,2,51.0,False,False,False,False,False,False
biomejs/biome,9610,9499,4,4,7.0,False,False,False,False,False,False
biomejs/biome,9599,9404,4,4,58.0,False,False,False,False,False,False
biomejs/biome,9591,9500,6,6,51.0,False,False,False,False,False,False
biomejs/biome,9573,9324,8,8,22.0,False,False,False,False,False,False
biomejs/biome,9603,9442,12,12,4.0,False,False,False,False,False,False
biomejs/biome,9594,9025,12,12,51.0,False,False,False,False,False,False
biomejs/biome,9595,9412,23,23,22.0,False,False,False,False,False,False
biomejs/biome,9614,9528,48,48,45.0,False,False,False,False,False,False
biomejs/biome,9597,9410,76,76,41.0,False,False,False,False,False,False
biomejs/biome,9611,8436,85,85,65.0,False,False,False,False,False,False
biomejs/biome,9605,8799,97,96,10.0,False,False,False,False,False,False
biomejs/biome,9596,9527,100,100,40.0,False,False,False,False,False,False
biomejs/biome,9578,9515,108,108,31.0,False,False,False,False,False,False
biomejs/biome,9598,9353,198,197,47.0,False,True,False,True,False,True
biomejs/biome,9576,8927,230,230,13.0,False,True,False,False,False,False
biomejs/biome,9600,7977,241,241,38.0,False,False,False,False,False,False
biomejs/biome,9575,9345,333,336,5.0,False,True,False,False,False,False
biomejs/biome,9613,8819,358,358,23.0,False,False,False,False,False,False
biomejs/biome,9584,9139,441,441,42.0,False,False,False,False,False,False
biomejs/biome,9587,9564,1221,1221,62.0,False,True,False,False,False,False
biomejs/biome,9582,7973,1222,1219,82.0,False,True,False,False,False,False
biomejs/biome,9588,9076,20998,22006,33.0,False,False,False,False,False,False
calcom/cal.com,28041,27293,1,1,25.0,False,False,False,False,False,False
calcom/cal.com,26778,26824,1,1,49.0,False,False,False,False,False,False
calcom/cal.com,28312,26551,1,1,70.0,False,False,False,False,False,False
calcom/cal.com,26728,26479,1,1,50.0,False,False,False,False,False,False
calcom/cal.com,27512,26162,1,1,54.0,False,False,False,False,False,False
calcom/cal.com,26438,26060,1,1,20.0,False,False,False,False,False,False
calcom/cal.com,26729,26020,1,1,18.0,True,True,False,False,False,False
calcom/cal.com,27248,25699,1,1,30.0,True,False,True,False,True,False
calcom/cal.com,26739,28534,1,2,48.0,False,False,False,False,False,False
calcom/cal.com,28409,28301,1,2,41.0,True,True,False,False,False,False
calcom/cal.com,27835,28284,1,2,64.0,True,False,False,False,False,False
calcom/cal.com,27196,27838,1,2,21.0,False,False,False,False,False,False
calcom/cal.com,26400,27300,1,2,72.0,True,False,False,False,False,False
calcom/cal.com,26837,27233,1,2,45.0,False,False,False,False,False,False
calcom/cal.com,27667,26904,1,2,74.0,False,False,False,False,False,False
calcom/cal.com,26840,26836,1,2,48.0,False,False,False,False,False,False
calcom/cal.com,27426,26591,1,2,74.0,False,False,False,False,False,False
calcom/cal.com,27803,26574,1,2,74.0,False,True,False,False,False,False
calcom/cal.com,26601,26504,1,2,80.0,False,False,False,False,False,False
calcom/cal.com,27816,26453,2,2,73.0,True,False,False,False,False,False
calcom/cal.com,26725,26439,2,2,59.0,False,False,False,False,False,False
calcom/cal.com,27065,26402,2,2,74.0,False,True,False,False,False,False
calcom/cal.com,27068,26376,2,2,72.0,False,True,False,False,False,False
calcom/cal.com,27286,26370,2,2,19.0,False,False,False,False,False,False
calcom/cal.com,27106,26336,2,2,62.0,False,True,False,False,False,False
calcom/cal.com,27855,26342,2,2,56.0,False,False,False,False,False,False
calcom/cal.com,26705,26326,2,2,50.0,False,False,False,False,False,False
calcom/cal.com,27910,26275,2,2,74.0,False,False,False,False,False,False
calcom/cal.com,26703,26272,2,2,76.0,False,False,False,False,False,False
calcom/cal.com,26832,26273,2,2,31.0,False,False,False,False,False,False
calcom/cal.com,26963,26235,2,2,59.0,False,True,False,False,False,False
calcom/cal.com,26660,25697,2,2,49.0,False,False,False,False,False,False
calcom/cal.com,26563,25876,2,2,71.0,False,False,False,False,False,False
calcom/cal.com,27478,26160,2,2,45.0,False,False,False,False,False,False
calcom/cal.com,27814,25718,2,2,67.0,False,False,False,False,False,False
calcom/cal.com,27757,25662,2,2,59.0,False,False,False,False,False,False
calcom/cal.com,27779,25529,2,2,56.0,False,True,False,False,False,False
calcom/cal.com,27516,26055,2,2,60.0,False,False,False,False,False,False
calcom/cal.com,25891,26118,2,2,56.0,False,False,False,False,False,False
calcom/cal.com,26232,26035,2,2,54.0,False,False,False,False,False,False
calcom/cal.com,26233,26051,2,2,52.0,False,False,False,False,False,False
calcom/cal.com,26048,25392,2,2,62.0,False,False,False,False,False,False
calcom/cal.com,27380,26037,2,2,33.0,False,False,False,False,False,False
calcom/cal.com,25870,26021,2,2,57.0,False,False,False,False,False,False
calcom/cal.com,25612,25965,2,2,50.0,False,True,False,False,False,False
calcom/cal.com,25570,25397,2,2,52.0,False,False,False,False,False,False
calcom/cal.com,25521,25101,2,2,66.0,True,False,False,False,False,False
