repo,specd_pr,unspecd_pr,size_specd,size_unspecd,q_overall,reworked_specd,reworked_unspecd,escaped_specd,escaped_unspecd,strict_escaped_specd,strict_escaped_unspecd
calcom/cal.com,27957,24598,58173,42051,87.0,False,True,False,False,False,False
mendableai/firecrawl,2472,3194,1,1,55.0,False,False,False,False,False,False
mendableai/firecrawl,2953,2252,1,1,58.0,False,False,False,False,False,False
mendableai/firecrawl,3059,3174,2,2,31.0,False,False,False,False,False,False
mendableai/firecrawl,2820,3006,2,2,48.0,False,True,False,False,False,False
mendableai/firecrawl,2512,2996,2,2,62.0,False,True,False,False,False,False
mendableai/firecrawl,2722,2995,2,2,67.0,False,True,False,False,False,False
mendableai/firecrawl,3058,2982,2,2,19.0,True,False,False,False,False,False
mendableai/firecrawl,2695,2911,2,2,58.0,True,True,False,False,False,False
mendableai/firecrawl,2984,2892,2,2,28.0,False,False,False,False,False,False
mendableai/firecrawl,2983,2696,2,2,30.0,False,False,False,False,False,False
mendableai/firecrawl,2976,2644,2,2,27.0,True,False,False,False,False,False
mendableai/firecrawl,2975,2944,2,3,25.0,True,False,False,False,False,False
mendableai/firecrawl,2973,2941,2,3,47.0,True,False,False,False,False,False
mendableai/firecrawl,2849,2428,2,3,74.0,False,False,False,False,False,False
mendableai/firecrawl,2115,3095,2,4,44.0,False,False,False,False,False,False
mendableai/firecrawl,2958,2942,2,4,36.0,False,False,False,False,False,False
mendableai/firecrawl,2258,3056,3,5,42.0,False,False,False,False,False,False
mendableai/firecrawl,2889,2986,3,6,56.0,False,False,False,False,False,False
mendableai/firecrawl,2664,2969,4,7,70.0,True,False,False,False,False,False
mendableai/firecrawl,2652,2560,4,7,29.0,True,False,False,False,False,False
mendableai/firecrawl,2550,2939,4,8,62.0,False,False,False,False,False,False
mendableai/firecrawl,3216,2914,4,8,62.0,False,False,False,False,False,False
mendableai/firecrawl,2782,2352,4,8,45.0,False,False,False,False,False,False
mendableai/firecrawl,2270,2285,4,8,53.0,False,False,False,False,False,False
mendableai/firecrawl,2479,2910,5,9,31.0,False,False,False,False,False,False
mendableai/firecrawl,2567,2367,5,9,31.0,False,False,False,False,False,False
mendableai/firecrawl,2886,2657,5,10,47.0,False,True,False,False,False,False
mendableai/firecrawl,2301,2771,6,11,35.0,False,False,False,False,False,False
mendableai/firecrawl,2805,2421,6,11,29.0,True,False,False,False,False,False
mendableai/firecrawl,2323,3178,6,12,59.0,False,False,False,False,False,False
mendableai/firecrawl,2471,2970,6,12,83.0,False,False,False,False,False,False
mendableai/firecrawl,2489,2770,6,12,53.0,False,False,False,False,False,False
mendableai/firecrawl,2425,2646,6,12,30.0,False,False,False,False,False,False
mendableai/firecrawl,3200,2240,6,12,65.0,False,False,False,False,False,False
mendableai/firecrawl,2376,2237,7,13,48.0,False,False,False,False,False,False
mendableai/firecrawl,2847,2209,7,13,90.0,True,False,False,False,False,False
mendableai/firecrawl,2235,3067,7,14,54.0,False,False,False,False,False,False
mendableai/firecrawl,3195,3065,7,14,55.0,False,True,False,True,False,True
mendableai/firecrawl,2688,2987,7,14,61.0,True,False,False,False,False,False
mendableai/firecrawl,2544,2429,8,14,54.0,False,False,False,False,False,False
mendableai/firecrawl,2681,2232,8,14,64.0,False,False,False,False,False,False
mendableai/firecrawl,2807,2940,8,15,61.0,False,True,False,False,False,False
mendableai/firecrawl,2457,2902,8,15,58.0,False,False,False,True,False,False
mendableai/firecrawl,2989,2605,8,15,65.0,False,False,False,False,False,False
mendableai/firecrawl,2780,2440,8,15,49.0,False,True,False,False,False,False
mendableai/firecrawl,2689,2737,8,16,57.0,False,False,False,False,False,False
mendableai/firecrawl,2469,2673,9,16,54.0,True,True,False,False,False,False
mendableai/firecrawl,2277,2573,9,16,41.0,False,True,False,False,False,False
mendableai/firecrawl,2637,2561,9,16,64.0,False,False,False,False,False,False
mendableai/firecrawl,2832,2450,9,16,70.0,False,False,False,False,False,False
mendableai/firecrawl,2694,2447,9,16,59.0,False,False,False,False,False,False
mendableai/firecrawl,2618,2324,10,17,50.0,False,False,False,False,False,False
mendableai/firecrawl,3218,2845,10,19,57.0,False,True,False,True,False,True
mendableai/firecrawl,2442,2699,10,20,35.0,False,False,False,False,False,False
mendableai/firecrawl,2495,2536,11,22,58.0,False,True,False,False,False,False
mendableai/firecrawl,2775,2502,11,22,68.0,False,False,False,False,False,False
mendableai/firecrawl,2848,2638,12,23,44.0,False,False,False,False,False,False
mendableai/firecrawl,2490,3158,12,24,74.0,False,False,False,False,False,False
mendableai/firecrawl,2710,2927,12,24,58.0,False,False,False,False,False,False
mendableai/firecrawl,2540,2683,12,24,53.0,False,False,False,False,False,False
mendableai/firecrawl,2776,2842,13,26,80.0,False,False,False,False,False,False
mendableai/firecrawl,2937,2338,14,28,68.0,False,True,False,False,False,False
mendableai/firecrawl,2622,2593,15,29,43.0,False,False,False,False,False,False
mendableai/firecrawl,2300,2545,15,29,52.0,False,True,False,False,False,False
mendableai/firecrawl,2677,2707,15,30,70.0,False,False,False,False,False,False
mendableai/firecrawl,2336,2679,15,30,50.0,False,False,False,False,False,False
mendableai/firecrawl,3133,2663,16,30,61.0,False,True,False,False,False,False
mendableai/firecrawl,2784,2530,16,30,50.0,False,True,False,False,False,False
mendableai/firecrawl,2556,2674,16,32,25.0,False,False,False,False,False,False
mendableai/firecrawl,2484,2571,16,32,55.0,True,False,False,False,False,False
mendableai/firecrawl,2299,3223,18,33,78.0,True,False,False,False,False,False
mendableai/firecrawl,2834,2444,18,34,70.0,True,False,False,False,False,False
mendableai/firecrawl,3063,2402,19,34,58.0,False,True,False,False,False,False
mendableai/firecrawl,2714,2346,20,36,31.0,False,False,False,False,False,False
mendableai/firecrawl,2979,3177,21,39,62.0,False,True,False,False,False,False
mendableai/firecrawl,2519,2968,22,39,56.0,True,True,False,False,False,False
mendableai/firecrawl,3173,2985,22,41,69.0,False,True,False,False,False,False
mendableai/firecrawl,2720,2244,22,41,26.0,False,False,False,False,False,False
mendableai/firecrawl,2864,2988,22,42,24.0,True,False,False,False,False,False
mendableai/firecrawl,3196,2767,22,43,58.0,True,False,False,False,False,False
mendableai/firecrawl,2869,3181,23,45,49.0,False,False,False,False,False,False
mendableai/firecrawl,3186,2396,23,45,63.0,False,False,False,False,False,False
mendableai/firecrawl,2602,2297,24,46,58.0,True,False,False,False,False,False
mendableai/firecrawl,2624,2926,24,47,61.0,False,False,False,False,False,False
mendableai/firecrawl,2686,2414,25,49,63.0,False,True,False,False,False,False
mendableai/firecrawl,2466,2298,25,49,36.0,False,False,False,False,False,False
mendableai/firecrawl,3167,2287,26,50,89.0,False,False,False,False,False,False
mendableai/firecrawl,3179,2773,27,52,60.0,False,False,False,False,False,False
mendableai/firecrawl,2555,2462,29,52,68.0,False,False,False,False,False,False
mendableai/firecrawl,2342,2570,29,53,55.0,False,False,False,False,False,False
mendableai/firecrawl,2693,2276,29,54,80.0,False,True,False,False,False,False
mendableai/firecrawl,2826,2533,30,55,57.0,False,False,False,False,False,False
mendableai/firecrawl,2630,2635,30,58,32.0,False,True,False,True,False,True
mendableai/firecrawl,3228,2650,32,61,87.0,False,False,False,False,False,False
mendableai/firecrawl,2325,2424,32,61,59.0,False,False,False,False,False,False
mendableai/firecrawl,2920,2875,33,62,34.0,False,True,False,False,False,False
mendableai/firecrawl,2685,2680,34,62,54.0,False,False,False,False,False,False
mendableai/firecrawl,3119,2936,35,63,54.0,False,False,False,False,False,False
mendableai/firecrawl,2527,2439,36,63,56.0,False,True,False,False,False,False
mendableai/firecrawl,2448,2601,36,66,42.0,False,False,False,False,False,False
mendableai/firecrawl,2923,2267,37,66,65.0,False,False,False,False,False,False
mendableai/firecrawl,2526,2991,37,69,50.0,False,True,False,False,False,False
mendableai/firecrawl,2241,2628,37,69,50.0,False,False,False,False,False,False
mendableai/firecrawl,2642,3176,38,72,29.0,False,False,False,False,False,False
mendableai/firecrawl,2504,2538,39,76,84.0,False,False,False,False,False,False
mendableai/firecrawl,2709,2480,40,79,48.0,False,False,False,False,False,False
mendableai/firecrawl,2385,2475,41,80,56.0,False,False,False,False,False,False
mendableai/firecrawl,2242,3007,42,84,48.0,False,False,False,False,False,False
mendableai/firecrawl,2786,2415,43,85,66.0,False,True,False,False,False,False
mendableai/firecrawl,2345,2477,44,86,50.0,False,False,False,False,False,False
mendableai/firecrawl,2868,2928,44,88,63.0,False,True,False,False,False,False
mendableai/firecrawl,2684,2621,46,89,87.0,True,True,False,False,False,False
mendableai/firecrawl,2614,2816,46,92,62.0,False,False,False,False,False,False
mendableai/firecrawl,2918,2777,48,96,64.0,True,False,False,False,False,False
mendableai/firecrawl,2341,3132,51,101,49.0,False,False,False,False,False,False
mendableai/firecrawl,2430,2633,51,102,54.0,True,True,False,False,False,False
mendableai/firecrawl,3145,2704,56,111,72.0,True,False,False,False,False,False
mendableai/firecrawl,3118,2859,63,125,60.0,False,True,False,False,False,False
mendableai/firecrawl,2837,3057,64,127,48.0,False,False,False,False,False,False
mendableai/firecrawl,2682,2476,68,136,78.0,True,False,False,False,False,False
mendableai/firecrawl,2667,2915,72,139,53.0,False,False,False,False,False,False
mendableai/firecrawl,2919,2603,75,139,66.0,False,True,False,False,False,False
mendableai/firecrawl,2841,2799,75,140,65.0,False,False,False,False,False,False
mendableai/firecrawl,2700,2935,76,142,66.0,False,True,False,False,False,False
mendableai/firecrawl,2899,2547,79,144,89.0,False,False,False,False,False,False
mendableai/firecrawl,3215,2193,81,144,71.0,False,False,False,False,False,False
mendableai/firecrawl,2361,2793,84,147,64.0,False,False,False,False,False,False
mendableai/firecrawl,2523,2909,85,156,48.0,False,False,False,False,False,False
mendableai/firecrawl,2515,3231,86,157,68.0,False,False,False,False,False,False
mendableai/firecrawl,3229,2645,89,160,66.0,False,False,False,False,False,False
mendableai/firecrawl,2539,2564,89,162,37.0,False,False,False,False,False,False
mendableai/firecrawl,2548,2879,92,163,56.0,False,False,False,False,False,False
mendableai/firecrawl,2717,2233,94,169,52.0,True,True,False,False,False,False
mendableai/firecrawl,2465,2412,94,176,50.0,False,True,False,False,False,False
mendableai/firecrawl,2357,2453,94,179,87.0,False,True,False,False,False,False
mendableai/firecrawl,2290,2870,98,181,58.0,False,True,False,False,False,False
mendableai/firecrawl,2418,3226,101,183,37.0,False,False,False,False,False,False
mendableai/firecrawl,3224,2897,102,185,66.0,False,True,False,False,False,False
mendableai/firecrawl,2817,3142,102,195,52.0,False,False,False,False,False,False
mendableai/firecrawl,2585,2934,108,207,53.0,False,True,False,False,False,False
mendableai/firecrawl,3109,2660,120,239,55.0,False,False,False,False,False,False
mendableai/firecrawl,2728,2785,127,251,77.0,False,False,False,False,False,False
mendableai/firecrawl,2608,2534,128,251,54.0,False,False,False,False,False,False
mendableai/firecrawl,2329,2697,129,252,73.0,True,True,True,False,True,False
mendableai/firecrawl,2452,3143,132,260,66.0,True,False,False,False,False,False
mendableai/firecrawl,2518,3217,140,278,68.0,False,False,False,False,False,False
mendableai/firecrawl,3180,2943,155,285,72.0,True,False,False,False,False,False
mendableai/firecrawl,2435,2420,155,290,58.0,False,True,False,False,False,False
mendableai/firecrawl,2947,2992,156,293,64.0,True,False,False,False,False,False
mendableai/firecrawl,2392,2288,158,313,71.0,False,False,False,False,False,False
mendableai/firecrawl,2488,2724,172,320,70.0,False,False,False,False,False,False
mendableai/firecrawl,2482,3128,174,323,56.0,True,False,False,False,False,False
mendableai/firecrawl,2314,2230,178,327,43.0,False,False,False,False,False,False
mendableai/firecrawl,2948,3222,222,441,89.0,False,False,False,False,False,False
mendableai/firecrawl,2955,3139,246,475,63.0,True,False,False,False,False,False
mendableai/firecrawl,2788,2284,269,490,50.0,True,False,False,False,False,False
mendableai/firecrawl,2463,2501,276,524,62.0,False,False,False,False,False,False
mendableai/firecrawl,2708,2929,290,529,29.0,True,True,False,False,False,False
mendableai/firecrawl,2872,2441,299,571,78.0,False,False,False,False,False,False
mendableai/firecrawl,2830,2309,300,573,67.0,False,True,False,False,False,False
mendableai/firecrawl,2796,2225,324,633,60.0,False,False,False,False,False,False
mendableai/firecrawl,2371,3138,346,676,77.0,True,True,False,False,False,False
mendableai/firecrawl,2705,2839,360,719,54.0,False,True,False,False,False,False
mendableai/firecrawl,2794,2218,391,764,52.0,True,False,False,False,False,False
mendableai/firecrawl,2876,2321,402,786,33.0,False,False,False,False,False,False
mendableai/firecrawl,2808,2217,490,813,69.0,False,False,False,False,False,False
mendableai/firecrawl,2348,2803,509,845,53.0,False,False,False,False,False,False
mendableai/firecrawl,2456,2289,533,896,44.0,True,True,False,False,False,False
mendableai/firecrawl,2058,2981,557,957,77.0,True,True,False,False,False,False
mendableai/firecrawl,2360,2962,571,998,78.0,True,True,False,False,False,False
mendableai/firecrawl,2938,2822,631,1047,20.0,True,False,False,False,False,False
mendableai/firecrawl,2305,3055,647,1135,57.0,False,True,False,False,False,False
mendableai/firecrawl,2790,2362,835,1608,60.0,False,False,False,False,False,False
mendableai/firecrawl,3161,2496,894,1780,7.0,False,True,False,False,False,False
mendableai/firecrawl,2727,2248,929,1798,28.0,False,True,False,False,False,False
mendableai/firecrawl,2860,2320,1007,1892,67.0,True,True,False,False,False,False
mendableai/firecrawl,2581,2326,1236,2389,54.0,True,True,False,False,False,False
mendableai/firecrawl,2473,2271,1818,3475,18.0,True,False,False,False,False,False
mendableai/firecrawl,2302,2783,2317,3599,44.0,False,False,False,False,False,False
mendableai/firecrawl,2438,2419,2496,3726,32.0,True,True,False,False,False,False
mendableai/firecrawl,2219,2369,2814,4384,46.0,False,False,False,False,False,False
mendableai/firecrawl,2266,2904,3081,5229,62.0,False,False,False,False,False,False
promptfoo/promptfoo,6937,8031,1,2,57.0,False,False,False,False,False,False
promptfoo/promptfoo,7005,7784,1,2,64.0,False,False,False,False,False,False
promptfoo/promptfoo,6579,7605,1,2,61.0,False,False,False,False,False,False
promptfoo/promptfoo,7195,6879,1,2,86.0,False,False,False,False,False,False
promptfoo/promptfoo,6588,6768,1,2,84.0,False,False,False,False,False,False
promptfoo/promptfoo,6813,6693,2,2,40.0,False,False,False,False,False,False
promptfoo/promptfoo,7053,7953,2,4,39.0,False,False,False,False,False,False
promptfoo/promptfoo,7049,7850,2,4,73.0,False,True,False,False,False,False
promptfoo/promptfoo,5041,7684,2,4,39.0,False,True,False,False,False,False
promptfoo/promptfoo,7719,7667,2,4,52.0,False,False,False,False,False,False
promptfoo/promptfoo,7603,7575,2,4,42.0,False,False,False,False,False,False
promptfoo/promptfoo,7224,6427,2,4,71.0,False,False,False,False,False,False
promptfoo/promptfoo,6576,8253,3,5,70.0,False,False,False,False,False,False
promptfoo/promptfoo,6467,8279,3,5,59.0,False,False,False,False,False,False
promptfoo/promptfoo,7328,7775,3,6,89.0,False,False,False,False,False,False
promptfoo/promptfoo,6886,7702,3,6,86.0,False,True,False,False,False,False
promptfoo/promptfoo,8244,7029,3,6,66.0,False,False,False,False,False,False
promptfoo/promptfoo,8296,6684,3,6,58.0,False,True,False,False,False,False
promptfoo/promptfoo,7987,6604,3,6,65.0,False,False,False,False,False,False
promptfoo/promptfoo,7842,6512,4,7,27.0,False,False,False,False,False,False
promptfoo/promptfoo,7939,7585,4,8,28.0,False,False,False,False,False,False
promptfoo/promptfoo,8042,6498,4,8,28.0,False,True,False,False,False,False
promptfoo/promptfoo,7773,6489,5,9,22.0,False,False,False,False,False,False
promptfoo/promptfoo,7316,7396,5,10,28.0,False,True,False,False,False,False
promptfoo/promptfoo,6953,8013,6,11,65.0,False,False,False,False,False,False
promptfoo/promptfoo,7313,7600,7,14,72.0,False,False,False,False,False,False
promptfoo/promptfoo,7868,6734,7,14,47.0,False,False,False,False,False,False
promptfoo/promptfoo,7776,7865,8,15,43.0,False,False,False,False,False,False
promptfoo/promptfoo,7167,7464,8,16,38.0,False,False,False,False,False,False
promptfoo/promptfoo,8281,7652,11,22,20.0,False,False,False,False,False,False
promptfoo/promptfoo,6627,6448,13,26,69.0,False,False,False,False,False,False
promptfoo/promptfoo,7116,6436,13,26,71.0,False,False,False,False,False,False
promptfoo/promptfoo,8300,7628,15,29,70.0,False,False,False,False,False,False
promptfoo/promptfoo,7804,6854,16,31,50.0,False,False,False,False,False,False
promptfoo/promptfoo,8211,6505,16,32,46.0,False,False,False,False,False,False
promptfoo/promptfoo,7679,7654,19,37,20.0,False,False,False,False,False,False
promptfoo/promptfoo,6418,8001,20,39,66.0,False,False,False,False,False,False
promptfoo/promptfoo,7969,7941,20,40,61.0,False,True,False,False,False,False
promptfoo/promptfoo,6441,6543,20,40,24.0,False,False,False,False,False,False
promptfoo/promptfoo,7866,6471,20,40,53.0,False,True,False,False,False,False
promptfoo/promptfoo,7302,7427,22,43,59.0,False,False,False,False,False,False
promptfoo/promptfoo,7934,6465,23,45,17.0,False,True,False,False,False,False
promptfoo/promptfoo,7806,6500,24,48,42.0,False,False,False,False,False,False
promptfoo/promptfoo,6978,7428,30,59,28.0,False,True,False,False,False,False
promptfoo/promptfoo,7120,6710,30,59,28.0,False,True,False,False,False,False
promptfoo/promptfoo,7989,8096,31,62,73.0,False,False,False,False,False,False
promptfoo/promptfoo,7488,7035,33,66,72.0,False,False,False,False,False,False
promptfoo/promptfoo,6977,6107,35,70,72.0,False,False,False,False,False,False
promptfoo/promptfoo,7610,6568,36,72,78.0,False,False,False,False,False,False
promptfoo/promptfoo,8168,7426,39,78,19.0,False,False,False,False,False,False
promptfoo/promptfoo,8179,7668,44,88,51.0,False,False,False,False,False,False
promptfoo/promptfoo,7249,8078,46,91,61.0,True,False,False,False,False,False
promptfoo/promptfoo,7829,7754,47,94,80.0,False,False,False,False,False,False
promptfoo/promptfoo,7358,7713,47,94,64.0,True,False,False,False,False,False
promptfoo/promptfoo,7752,6490,50,100,72.0,False,False,False,False,False,False
promptfoo/promptfoo,6636,6484,52,104,50.0,False,False,False,False,False,False
promptfoo/promptfoo,7800,8129,58,116,51.0,False,False,False,False,False,False
promptfoo/promptfoo,7363,6580,59,116,1.0,False,False,False,False,False,False
promptfoo/promptfoo,7309,6454,59,117,67.0,True,False,False,False,False,False
promptfoo/promptfoo,7004,7827,62,123,53.0,False,True,False,False,False,False
promptfoo/promptfoo,6681,6506,73,145,38.0,False,False,False,False,False,False
promptfoo/promptfoo,7858,7940,75,150,58.0,False,False,False,False,False,False
promptfoo/promptfoo,6479,6557,76,152,81.0,False,True,False,False,False,False
promptfoo/promptfoo,6906,6848,79,158,70.0,False,False,False,False,False,False
promptfoo/promptfoo,6655,6895,95,190,65.0,False,False,False,False,False,False
promptfoo/promptfoo,7777,6581,98,195,46.0,False,False,False,False,False,False
promptfoo/promptfoo,6826,7883,106,210,76.0,False,False,False,False,False,False
promptfoo/promptfoo,7001,6932,107,212,59.0,True,False,False,False,False,False
promptfoo/promptfoo,7979,6537,116,231,54.0,True,False,False,False,False,False
promptfoo/promptfoo,8299,7558,121,241,72.0,False,False,False,False,False,False
promptfoo/promptfoo,8318,7440,126,247,42.0,False,True,False,False,False,False
promptfoo/promptfoo,7142,6878,127,254,86.0,False,False,False,False,False,False
promptfoo/promptfoo,7282,6618,133,266,37.0,False,False,False,False,False,False
promptfoo/promptfoo,6753,6449,159,318,64.0,False,False,False,False,False,False
promptfoo/promptfoo,6785,6584,167,334,52.0,True,False,False,False,False,False
promptfoo/promptfoo,6839,6613,212,423,75.0,False,False,False,False,False,False
promptfoo/promptfoo,7552,6702,227,453,70.0,False,False,False,False,False,False
promptfoo/promptfoo,7891,6531,231,462,65.0,True,False,False,False,False,False
promptfoo/promptfoo,6980,6460,251,502,21.0,False,True,False,False,False,False
promptfoo/promptfoo,8216,6526,255,509,57.0,False,False,False,False,False,False
promptfoo/promptfoo,6784,8320,282,560,74.0,False,False,False,False,False,False
promptfoo/promptfoo,7811,7028,294,586,73.0,False,False,False,False,False,False
promptfoo/promptfoo,7674,7948,407,804,59.0,False,False,False,False,False,False
promptfoo/promptfoo,6716,6518,639,1278,51.0,True,True,False,False,False,False
promptfoo/promptfoo,6529,6883,745,1486,70.0,False,False,False,False,False,False
promptfoo/promptfoo,8012,6966,870,1723,58.0,False,True,False,False,False,False
promptfoo/promptfoo,6982,5594,890,1753,50.0,True,True,False,False,False,False
promptfoo/promptfoo,8185,6334,903,1790,58.0,False,True,False,False,False,False
promptfoo/promptfoo,8087,7494,1008,2000,62.0,False,False,False,False,False,False
promptfoo/promptfoo,6904,6406,1397,2722,80.0,False,True,False,False,False,False
promptfoo/promptfoo,5967,6424,1617,3231,77.0,False,True,False,False,False,False
promptfoo/promptfoo,6520,6472,2074,4145,52.0,True,True,False,False,False,False
